Computer ID,System Type,RAM Usage (%),CPU Usage (%),Disk Usage (%),Network Status,MissingPatchsKB,affected microsoft product ,Plateforme,Type of security risk,Severity,Download,Download (Link),CVE identifier(s)
CMP-1132,Workstation,44.4,35.3,48.7,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-47996
CMP-1133,Workstation,33.8,38.3,47.2,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-47996
CMP-1134,Workstation,33.1,60.0,53.5,Unstable,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-47996
CMP-1135,Workstation,44.2,19.3,54.4,Offline,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-47996
CMP-1136,Workstation,45.8,36.0,87.2,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-47996
CMP-1137,Workstation,43.5,30.5,65.5,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-47996
CMP-1138,Workstation,64.4,12.7,54.2,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-47996
CMP-1139,Workstation,56.1,37.2,83.8,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Spoofing,Moderate,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49760
CMP-1140,Workstation,38.9,15.6,72.7,Online,5062557,Windows Server 2019,Unknown Platform,Spoofing,Moderate,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49760
CMP-1141,Workstation,69.1,61.7,81.5,Unstable,5062557,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Spoofing,Moderate,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49760
CMP-1142,Workstation,76.6,55.9,79.5,Online,5062557,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Spoofing,Moderate,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49760
CMP-1143,Workstation,41.6,60.0,57.3,Unstable,Click to Run,Microsoft 365 Apps for Enterprise for 64-bit Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,Unknown,CVE-2025-49756
CMP-1144,Workstation,61.7,54.9,73.6,Online,Click to Run,Microsoft 365 Apps for Enterprise for 32-bit Systems,Unknown Platform,Security Feature Bypass,Important,Security Update,Unknown,CVE-2025-49756
CMP-1145,Workstation,47.1,57.6,69.3,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-49753
CMP-1146,Workstation,35.2,36.8,68.0,Online,5062553,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-47993
CMP-1147,Workstation,78.8,69.9,54.2,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-47993
CMP-1148,Workstation,47.7,15.0,47.9,Online,5062553,Windows Server 2025 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-47993
CMP-1149,Workstation,37.5,10.8,84.8,Online,5062560,Windows Server 2016 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-47991
CMP-1150,Workstation,38.3,52.5,45.0,Online,5062560,Windows Server 2016,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-47991
CMP-1151,Workstation,53.2,18.6,89.0,Online,5062560,Windows 10 Version 1607 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-47991
CMP-1152,Workstation,57.2,17.5,83.8,Online,5062560,Windows 10 Version 1607 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062560,CVE-2025-47991
CMP-1153,Workstation,36.2,14.1,72.7,Unstable,5062553,Windows Server 2025,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-47991
CMP-1154,Workstation,54.8,52.7,47.3,Online,5062553,Windows 11 Version 24H2 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-47991
CMP-1155,Workstation,74.4,36.1,73.1,Offline,5062553,Windows 11 Version 24H2 for ARM64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062553,CVE-2025-47991
CMP-1156,Workstation,54.5,66.4,70.8,Online,5062570,"Windows Server 2022, 23H2 Edition (Server Core installation)",Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062570,CVE-2025-47991
CMP-1157,Workstation,77.8,25.1,56.5,Online,5062554,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49744
CMP-1158,Workstation,59.7,54.0,88.9,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49744
CMP-1159,Workstation,74.3,66.0,87.0,Online,5062572,Windows Server 2022,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49744
CMP-1160,Workstation,32.1,49.1,52.2,Online,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49744
CMP-1161,Workstation,41.2,23.1,59.5,Offline,5062557,Windows Server 2019,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49744
CMP-1162,Workstation,52.3,30.5,71.3,Online,5062557,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49744
CMP-1163,Workstation,51.9,20.7,43.3,Unstable,5062557,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49744
CMP-1164,Workstation,51.9,53.3,89.4,Unstable,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49742
CMP-1165,Workstation,48.0,43.8,77.8,Online,5062597,Windows Server 2012 R2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49742
CMP-1166,Workstation,71.1,63.3,89.6,Online,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49742
CMP-1167,Workstation,35.8,22.4,67.3,Online,5062592,Windows Server 2012,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49742
CMP-1168,Workstation,63.2,52.0,88.5,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49742
CMP-1169,Workstation,50.5,11.5,56.0,Unstable,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49742
CMP-1170,Workstation,55.6,29.8,45.8,Offline,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49742
CMP-1171,Workstation,54.6,49.6,43.9,Online,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49742
CMP-1172,Workstation,35.4,15.0,79.6,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49742
CMP-1173,Workstation,61.3,28.7,77.2,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49742
CMP-1174,Workstation,30.2,67.6,41.7,Online,5062632,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062632,CVE-2025-49730
CMP-1175,Workstation,70.9,66.1,89.6,Unstable,5062619,Windows Server 2008 R2 for x64-based Systems Service Pack 1,Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062619,CVE-2025-49730
CMP-1176,Workstation,39.2,25.3,78.9,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49730
CMP-1177,Workstation,32.0,51.0,56.2,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49730
CMP-1178,Workstation,38.3,60.9,63.5,Online,5062624,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49730
CMP-1179,Workstation,63.1,59.7,64.9,Online,5062618,Windows Server 2008 for x64-based Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49730
CMP-1180,Workstation,34.5,55.9,88.2,Offline,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49730
CMP-1181,Workstation,49.9,41.9,42.6,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49730
CMP-1182,Workstation,66.5,54.3,63.8,Online,5062624,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062624,CVE-2025-49730
CMP-1183,Workstation,72.7,51.3,45.0,Online,5062618,Windows Server 2008 for 32-bit Systems Service Pack 2,Unknown Platform,Elevation of Privilege,Important,Security Only,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062618,CVE-2025-49730
CMP-1184,Workstation,32.8,53.7,73.2,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49730
CMP-1185,Workstation,64.6,22.4,46.7,Online,5062572,Windows Server 2022,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49730
CMP-1186,Workstation,64.8,59.4,82.0,Unstable,5062557,Windows Server 2019 (Server Core installation),Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49730
CMP-1187,Workstation,30.1,51.2,72.8,Online,5062557,Windows Server 2019,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49730
CMP-1188,Workstation,62.3,53.2,88.3,Online,5062557,Windows 10 Version 1809 for x64-based Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49730
CMP-1189,Workstation,48.8,18.2,70.4,Online,5062557,Windows 10 Version 1809 for 32-bit Systems,Unknown Platform,Elevation of Privilege,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062557,CVE-2025-49730
CMP-1190,Workstation,51.9,21.2,41.8,Online,5062597,Windows Server 2012 R2 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49729
CMP-1191,Workstation,56.1,63.1,42.7,Online,5062597,Windows Server 2012 R2,Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062597,CVE-2025-49729
CMP-1192,Workstation,44.2,18.3,49.8,Online,5062592,Windows Server 2012 (Server Core installation),Unknown Platform,Remote Code Execution,Important,Monthly Rollup,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062592,CVE-2025-49729
CMP-1193,Workstation,55.0,10.4,44.2,Offline,5062554,Windows 10 Version 22H2 for ARM64-based Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49722
CMP-1194,Workstation,32.7,23.6,59.5,Unstable,5062554,Windows 10 Version 22H2 for x64-based Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49722
CMP-1195,Workstation,42.5,49.0,87.2,Unstable,5062552,Windows 11 Version 22H2 for x64-based Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49722
CMP-1196,Workstation,40.0,36.3,53.0,Unstable,5062552,Windows 11 Version 22H2 for ARM64-based Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062552,CVE-2025-49722
CMP-1197,Workstation,39.7,23.3,79.4,Offline,5062554,Windows 10 Version 21H2 for x64-based Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49722
CMP-1198,Workstation,50.8,56.7,56.3,Online,5062554,Windows 10 Version 21H2 for ARM64-based Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49722
CMP-1199,Workstation,56.7,66.3,75.4,Online,5062554,Windows 10 Version 21H2 for 32-bit Systems,Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062554,CVE-2025-49722
CMP-1200,Workstation,45.4,20.5,68.2,Online,5062572,Windows Server 2022 (Server Core installation),Unknown Platform,Denial of Service,Important,Security Update,https://catalog.update.microsoft.com/v7/site/Search.aspx?q=KB5062572,CVE-2025-49722
